timestamp,course_enrolled,ccm_website,social_media,community_event,family_member_friend,current_ccm_student,ccm_alumni,high_school_teacher,high_school_counselor,in_app_advertisement,employer,billboard,television,radio,other_hear_about_ccm,affordable_cost,location_convenience,choice_of_programs,online_offerings,family_friend_referral,faculty_staff,college_reputation,financial_aid,scholarships,small_class_sizes,extra_curricular_opportunities,accepted_my_transfer_credits,negative_experience_at_another_college,nj_stars_program,ability_to_transfer_ccm_credits_to_a_4_year_school,get_college_credit_while_in_high_school,prior_to_applying_to_college_open_house,prior_to_applying_to_college_instant_decision_day,prior_to_applying_to_college_on_campus_information_session,prior_to_applying_to_college_titans_tuesday_virtual_information_session,prior_to_applying_to_college_women_who_dare,prior_to_applying_to_college_regional_college_fair,prior_to_applying_to_college_hs_sharetime_information_session,prior_to_applying_to_college_challenger_program,prior_to_applying_to_college_cybersecurity_information_protection_program_participation,prior_to_applying_to_college_information_session_at_my_high_school,prior_to_applying_to_college_campus_visit_with_my_high_school,prior_to_applying_to_college_campus_visit_individual,prior_to_applying_to_college_workforce_development_class,prior_to_applying_to_college_corporate_training,prior_to_applying_to_college_teen_arts_festival,prior_to_applying_to_college_summer_camp_at_ccm,middle_high_school_computing_class_impact,middle_high_school_computing_related_club_impact,computing_related_competitions_impact,afterschool_computing_related_camp_program_impact,summer_computing_related_camp_program_impact,an_ap_computing_class_impact,a_dual_enrollment_computing_class_impact,family_or_friend_influence_impact,family_or_friend_working_in_the_computing_field_impact,high_school_teacher_or_guidance_counselor_impact,employer_influence_impact,current_ccm_student_influence_impact,experience_at_work_impact,other_influence_impact,degree_program_currently_enrolled_in,to_get_a_job_in_the_computing_field_motivation,high_school_guidance_counselor_source,high_school_teacher_source,ccm_information_technologies_website_source,ccm_admissions_source,ccm_advisor_counselor_source,employer_source,ccm_workforce_development_source,nj_workforce_development_program_source,other_source,first_choice_or_changed_majors,interest_in_taking_more_computing_classes,explanation_for_interest_in_taking_more_computing_classes,gender,race_ethnicity,age
2020/09/17 12:05:35 AM EST,Computing 128 Computer Science I,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,High Impact,High Impact,High Impact,Some Impact,No Impact,Some Impact,High Impact,Some Impact,Some Impact,High Impact,Some Impact,Some Impact,Some Impact,Some Impact,High Impact,No Impact,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Some Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Some Impact,Some Impact,No Impact,No Impact,High Impact,Some Impact,No Impact,"CIS Game Development Option, Applied Associate of Science",To get a job in the computing field;Transfer to bachelor's level program;Career Advancement;Professional Development;Personal Enrichment,No,No,No,No,No,No,No,No,No,First Choice,,,Man,Hispanic/Latino,18 and younger
2020/09/17 12:23:10 AM EST,Computing 128 Computer Science I,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,No,High Impact,High Impact,High Impact,High Impact,High Impact,High Impact,High Impact,High Impact,High Impact,High Impact,High Impact,High Impact,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,,Business Administration,,,,,,,,,,,,1.0,"just taking it as an elective, nothing personal against the community of technical field but just not a big fan",Man,Asian,19-20
2020/09/17 12:59:31 PM EST,Computing 128 Computer Science I,Yes,No,No,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No Impact,No Impact,No Impact,Some Impact,No Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,,Some Impact,No Impact,Some Impact,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,No Impact,No Impact,,,,,,"Computer Science, Associate of Science",To get a job in the computing field,No,No,No,No,No,No,No,No,No,First Choice,,,Man,Hispanic/Latino,18 and younger
2020/09/17 1:14:08 PM EST,Computing 131 Fundamentals of Programming (Python),Yes,Don't recall,Yes,Yes,Yes,Don't recall,Yes,Yes,No,No,Yes,No,No,No,High Impact,High Impact,High Impact,High Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,,No Impact,Some Impact,High Impact,,Yes,No,Yes,Yes,No,No,No,No,No,Yes,No,Yes,No,No,No,No,Some Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Some Impact,No Impact,High Impact,No Impact,High Impact,No Impact,,"Information Technology, Applied Associate of Science",To get a job in the computing field;IT Industry Certifications;Personal Enrichment,No,No,Yes,Yes,Yes,No,No,No,Don't recall,Culinary ,,,Man,White/Caucasian,19-20
2020/09/17 1:15:04 PM EST,Computing 131 Fundamentals of Programming (Python),Yes,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,High Impact,High Impact,Some Impact,Some Impact,No Impact,No Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Information Security Certificate of Achievement,To get a job in the computing field;Career Advancement;Career Change;Professional Development;IT Industry Certifications,No,No,No,Yes,No,No,No,No,No,First Choice,,,Woman,White/Caucasian,35-64
2020/09/17 1:15:58 PM EST,Computing 131 Fundamentals of Programming (Python),Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,No,No,No,High Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,No Impact,Some Impact,High Impact,No Impact,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,Some Impact,No Impact,No Impact,No Impact,No Impact,Some Impact,No Impact,Some Impact,No Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,"Information Technology, Applied Associate of Science",To get a job in the computing field;Transfer to bachelor's level program;Career Advancement;To keep current in tech industry;Financial,No,No,No,No,Yes,No,No,No,No,I changed from Computer Science to IT,,,Man,Hispanic/Latino,18 and younger
2020/09/17 1:16:33 PM EST,Computing 131 Fundamentals of Programming (Python),Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Some Impact,Some Impact,Some Impact,High Impact,,,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,High Impact,High Impact,,Some Impact,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Some Impact,Some Impact,Some Impact,Some Impact,,High Impact,,,,,,,,,"Computer Science, Associate of Science",To get a job in the computing field,No,No,Yes,No,No,No,No,No,No,First Choice,,,Woman,White/Caucasian,21-24
2020/09/17 1:16:41 PM EST,Computing 131 Fundamentals of Programming (Python),Yes,Don't recall,No,Yes,Yes,No,No,Yes,No,No,No,No,No,No,High Impact,High Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,High Impact,No Impact,High Impact,No Impact,No Impact,No Impact,No Impact,Information Security Certificate of Achievement,To get a job in the computing field,Yes,No,No,No,No,No,No,No,No,First Choice,,,Man,White/Caucasian,19-20
2020/09/17 1:17:25 PM EST,Computing 131 Fundamentals of Programming (Python),No,No,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,,,,,Some Impact,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,"Information Technology, Applied Associate of Science",IT Industry Certifications;Financial,No,No,No,No,No,No,No,No,No,music engineering,,,Man,White/Caucasian,35-64
2020/09/17 1:18:26 PM EST,Computing 131 Fundamentals of Programming (Python),No,No,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,High Impact,High Impact,Some Impact,Some Impact,Some Impact,No Impact,Some Impact,Some Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Some Impact,No Impact,No,No,No,Not Sure,No,No,No,No,No,No,No,No,No,No,No,No,Some Impact,Some Impact,No Impact,No Impact,No Impact,Some Impact,No Impact,Some Impact,Some Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,"Computer Science, Associate of Science",To get a job in the computing field;Transfer to bachelor's level program;Personal Enrichment,No,No,No,No,No,No,No,No,No,First Choice,,,Man,Hispanic/Latino,18 and younger
2020/09/17 1:18:42 PM EST,Computing 131 Fundamentals of Programming (Python),Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Some Impact,Some Impact,High Impact,High Impact,High Impact,High Impact,Some Impact,High Impact,High Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,High Impact,High Impact,Some Impact,Some Impact,High Impact,Some Impact,Some Impact,"Information Technology, Applied Associate of Science","To get a job in the computing field;Transfer to bachelor's level program;Transfer credits back to HS degree (ShareTime, Challenger Program);Career Advancement;Professional Development;IT Industry Certifications",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,First Choice,,,Man,Asian,21-24
2020/09/17 1:22:17 PM EST,Computing 131 Fundamentals of Programming (Python),Yes,Yes,No,Yes,Yes,No,No,No,No,No,Yes,No,No,Yes,No Impact,No Impact,No Impact,Some Impact,High Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,"Information Technology, Applied Associate of Science",To get a job in the computing field;Transfer to bachelor's level program;Career Advancement;Professional Development;To keep current in tech industry;IT Industry Certifications,No,No,Yes,Yes,Yes,No,Yes,No,Yes,First Choice,,,Man,Asian,25-34
2020/09/17 1:22:43 PM EST,Computing 239 Internet & Web Design,Yes,Yes,Don't recall,Don't recall,Yes,Don't recall,No,Yes,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Some Impact,High Impact,No Impact,,,Some Impact,Some Impact,Some Impact,No Impact,High Impact,,,,No Impact,High Impact,,Yes,Yes,Not Sure,Not Sure,Not Sure,Yes,Not Sure,Yes,Yes,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Some Impact,Some Impact,High Impact,Some Impact,No Impact,,,Some Impact,High Impact,,,,,,"Information Technology, Applied Associate of Science","Transfer credits back to HS degree (ShareTime, Challenger Program)",Yes,Yes,Yes,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,First Choice,,,Man,Asian,18 and younger
2020/09/17 1:25:09 PM EST,Computing 131 Fundamentals of Programming (Python),No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Some Impact,Some Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Non Degree seeking,,,,,,,,,,,,3.0,Im looking to learn coding but not to become a computer science ,Man,Hispanic/Latino,19-20
2020/09/17 1:26:27 PM EST,Computing 131 Fundamentals of Programming (Python),Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,No,No,No,No,Don't recall,High Impact,No Impact,No Impact,No Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Some Impact,No Impact,No,No,Yes,No,No,Yes,No,No,No,Yes,No,Yes,No,No,No,No,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Some Impact,Some Impact,Some Impact,No Impact,No Impact,No Impact,,"Information Technology, Applied Associate of Science",To get a job in the computing field;Transfer to bachelor's level program;IT Industry Certifications;Personal Enrichment,Yes,Yes,No,No,No,No,No,No,No,First Choice,,,Man,White/Caucasian,19-20
2020/09/17 2:07:18 PM EST,Computing 128 Computer Science I,No,No,Yes,Yes,No,No,Yes,No,No,No,No,No,No,No,High Impact,High Impact,Some Impact,High Impact,Some Impact,No Impact,Some Impact,No Impact,No Impact,High Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Some Impact,No Impact,No Impact,"Mathematics Option, Applied Associate of Science",,,,,,,,,,,,4.0,"I am truly interested in learning about computing, and the tools and knowledge associated with programming. ",Prefer not to say,Choose not to reply,21-24
2020/09/17 2:13:10 PM EST,Computing 128 Computer Science I,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,High Impact,No Impact,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Some Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,High Impact,"Computer Science, Associate of Science",To get a job in the computing field;Transfer to bachelor's level program;Financial;Personal Enrichment,No,No,No,No,No,No,No,No,No,First Choice,,,Man,Hispanic/Latino,21-24
2020/09/17 2:37:58 PM EST,Computing 128 Computer Science I,Don't recall,Don't recall,Don't recall,Yes,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Some Impact,High Impact,Some Impact,Some Impact,Some Impact,High Impact,Some Impact,No Impact,,Some Impact,,,,,High Impact,High Impact,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,Some Impact,,Some Impact,,Some Impact,,,Some Impact,,Some Impact,,,,High Impact,Challenger Program,Personal Enrichment,No,No,No,No,No,No,No,No,No,I am a high school student,,,Man,White/Caucasian,18 and younger
2020/09/19 10:12:54 AM EST,Computing 128 Computer Science I,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,High Impact,Some Impact,High Impact,No Impact,No Impact,High Impact,High Impact,No Impact,No Impact,No Impact,No Impact,High Impact,Some Impact,No Impact,High Impact,No Impact,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Mechanical Engineering & Technology,,,,,,,,,,,,4.0,This is the future for engineering,Man,White/Caucasian,21-24
2020/09/20 1:35:21 PM EST,Computing 128 Computer Science I,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No Impact,Some Impact,High Impact,Some Impact,High Impact,,,,,,,,,,,,No,No,No,Yes,No,Yes,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Some Impact,Some Impact,High Impact,Some Impact,Some Impact,,,,,,,,,,"CIS Game Development Option, Applied Associate of Science",To get a job in the computing field;Transfer to bachelor's level program;Career Advancement;Professional Development;IT Industry Certifications;Financial;Personal Enrichment,No,No,No,No,No,No,No,No,No,First Choice,,,Man,White/Caucasian,19-20
2020/09/20 1:35:25 PM EST,Computing 128 Computer Science I,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No Impact,Some Impact,High Impact,Some Impact,High Impact,,,,,,,,,,,,No,No,No,Yes,No,Yes,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Some Impact,Some Impact,High Impact,Some Impact,Some Impact,,,,,,,,,,"CIS Game Development Option, Applied Associate of Science",To get a job in the computing field;Transfer to bachelor's level program;Career Advancement;Professional Development;IT Industry Certifications;Financial;Personal Enrichment,No,No,No,No,No,No,No,No,No,First Choice,,,Man,White/Caucasian,19-20
2020/09/20 7:23:34 PM EST,Computing 128 Computer Science I,No,No,No,Yes,No,No,Yes,Yes,No,No,Yes,No,No,No,No Impact,No Impact,Some Impact,No Impact,No Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Some Impact,High Impact,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,High Impact,No Impact,No Impact,Mechanical Engineering Technology,,,,,,,,,,,,2.0,"I have a lot of experience with computers. Having built many, I know the workings of a computer and how to use them. At this point, I really am only interested in learning different programs that I have had no experience with that would benefit my degree.",Man,White/Caucasian,19-20
2020/09/20 10:47:44 PM EST,Computing 128 Computer Science I,No,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,No,No,No,High Impact,High Impact,No Impact,No Impact,High Impact,No Impact,High Impact,High Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,High Impact,No Impact,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,High Impact,"Computer Science, Associate of Science",To get a job in the computing field;Transfer to bachelor's level program;Career Advancement;Professional Development;To keep current in tech industry;Financial;Personal Enrichment,No,No,No,No,No,No,No,No,No,First Choice,,,Woman,Hispanic/Latino,18 and younger
2020/09/21 7:01:55 AM EST,Computing 128 Computer Science I,No,No,Yes,Yes,No,Yes,Yes,Yes,No,No,No,No,No,No,Some Impact,High Impact,No Impact,No Impact,No Impact,No Impact,,,,,,,,,High Impact,,Yes,No,Yes,Yes,Not Sure,Yes,Not Sure,Not Sure,Not Sure,Yes,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,,,,,,,,,Some Impact,,,,High Impact,,"Computer Science, Associate of Science",To get a job in the computing field;Career Advancement;Job Displacement;To keep current in tech industry,Yes,Yes,No,No,No,No,No,No,Yes,First Choice,,,Man,White/Caucasian,18 and younger
2020/09/21 7:16:50 AM EST,Computing 131 Fundamentals of Programming (Python),Yes,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,,High Impact,High Impact,High Impact,High Impact,,,,,,,High Impact,,,High Impact,High Impact,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,High Impact,,,,,,,High Impact,,High Impact,,,,,ShareTime CSIP Program,To get a job in the computing field;Professional Development;IT Industry Certifications,Yes,No,Yes,No,No,No,No,No,No,First Choice,,,Man,White/Caucasian,18 and younger
2020/09/21 7:17:49 AM EST,Computing 131 Fundamentals of Programming (Python),No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,,High Impact,High Impact,,High Impact,,,,,,,,,,,High Impact,No,No,No,Not Sure,No,No,No,No,Not Sure,No,No,No,No,No,No,No,High Impact,,High Impact,,,,,,,,,,,,ShareTime CSIP Program,To get a job in the computing field,Don't recall,No,No,No,No,No,No,No,No,First Choice,,,Man,Hispanic/Latino,18 and younger
2020/09/21 7:18:07 AM EST,Computing 131 Fundamentals of Programming (Python),No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,High Impact,Some Impact,Some Impact,Some Impact,No Impact,No Impact,No Impact,High Impact,High Impact,High Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,High Impact,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,Non Degree seeking,,,,,,,,,,,,3.0,Don’t really have much interest. ,Woman,Asian,18 and younger
2020/09/21 7:18:27 AM EST,Computing 131 Fundamentals of Programming (Python),Yes,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,,High Impact,High Impact,,,No Impact,High Impact,,,No Impact,,,,,,High Impact,No,No,No,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No,Some Impact,,High Impact,,,,,,,Some Impact,,,,,ShareTime CSIP Program,"Transfer credits back to HS degree (ShareTime, Challenger Program)",No,No,Yes,Yes,No,No,No,No,No,First Choice,,,Woman,Asian,18 and younger
2020/09/21 7:18:40 AM EST,Computing 131 Fundamentals of Programming (Python),No,No,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,Some Impact,High Impact,High Impact,High Impact,No Impact,No Impact,Some Impact,,,Some Impact,Some Impact,Some Impact,,Some Impact,Some Impact,High Impact,No,No,No,Yes,No,No,Yes,No,Not Sure,No,No,No,No,No,No,No,High Impact,High Impact,High Impact,High Impact,,High Impact,,,High Impact,High Impact,,,,No Impact,ShareTime CSIP Program,"To get a job in the computing field;Transfer credits back to HS degree (ShareTime, Challenger Program);Personal Enrichment",Yes,Yes,Don't recall,No,No,No,No,No,No,First Choice,,,Man,Asian,18 and younger
2020/09/21 7:19:34 AM EST,Computing 131 Fundamentals of Programming (Python),Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,Don't recall,,,High Impact,,Some Impact,No Impact,No Impact,,,Some Impact,,,,,,High Impact,No,No,No,Yes,No,No,Yes,No,Not Sure,Yes,No,No,No,No,No,No,Some Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,No Impact,High Impact,High Impact,High Impact,No Impact,Some Impact,No Impact,,ShareTime CSIP Program,To get a job in the computing field;Career Advancement;To keep current in tech industry;IT Industry Certifications;Financial,Yes,Yes,Yes,No,No,No,No,No,Don't recall,First Choice,,,Man,White/Caucasian,18 and younger
2020/09/21 7:19:46 AM EST,Computing 131 Fundamentals of Programming (Python),No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No Impact,Some Impact,Some Impact,No Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Some Impact,High Impact,No Impact,No Impact,High Impact,High Impact,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Some Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,No Impact,ShareTime CSIP Program,"To get a job in the computing field;Transfer credits back to HS degree (ShareTime, Challenger Program)",Yes,No,No,No,No,No,No,No,No,First Choice,,,Man,White/Caucasian,18 and younger
